id,SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM,N_count,S_count,O_count,P_count,dipole_moment,HOMO,LUMO,HOMO-LUMO Gap,Ionization Potential,Electron Affinity,Electronegativity,Hardness,Softness,Electrophilicity,Electron Donor Capacity,Electron Acceptor Capacity,vdw_volume,vdw_surface_area,Category
707,NC(=S)N/N=C/c1ccncc1,0.388816583,0.2487,180.236,3,2,63.3,2,0.706,0.15,4,1,0,0,3.8228,-0.20829,-0.09318,0.11511,0.20829,0.09318,0.150735,0.057555,17.37468508,0.197385459,0.376897959,0.075427959,1333.825,,Triazole
708,O=C1CC(c2ccc(O)c(O)c2)c2c(cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)[C@H]3c2c(O)cc(O)c3c2OC(c2ccc(O)c(O)c2)C(O)C3)O1,0.070237473,4.1416,740.67,15,11,267.29,4,0.779,0.14,0,0,15,0,8.7396,-0.20221,-0.00869,0.19352,0.20221,0.00869,0.10545,0.09676,10.33484911,0.057460224,0.211290224,0.000390224,5239.754,5237.211966,Triazole
709,CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.020655321,11.0515,813.636,6,2,73.8,34,0.993,0.12,5,0,2,0,9.0393,-0.06002,-0.04127,0.01875,0.06002,0.04127,0.050645,0.009375,106.6666667,0.136795521,0.192128021,0.090838021,7993.341,8004.023923,other
710,[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,0.513808763,-1.1578,295.18,2,0,26,5,0.7703,0.1,2,0,1,0,9.6946,-0.06484,-0.03074,0.0341,0.06484,0.03074,0.04779,0.01705,58.65102639,0.066976073,0.123291073,0.027711073,2008.029,2008.248996,other
711,[N-]=[N+]=NCc1cc(CN2CCCCC2)c(O)c2ncccc12,0.529683573,3.7366,297.362,4,1,85.12,4,0.85,0.1,5,0,1,0,2.3484,-0.20199,-0.06608,0.13591,0.20199,0.06608,0.134035,0.067955,14.71562063,0.132185867,0.300198367,0.032128367,2960.297,2959.89827,Thiourea
712,[N-]=[N+]=NCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.533034306,2.5829,299.334,5,1,94.35,4,0.86,0.1,5,0,2,0,3.8689,-0.20418,-0.06883,0.13535,0.20418,0.06883,0.136505,0.067675,14.77650536,0.137669856,0.308012356,0.035002356,2390.547,2396.445855,other
713,Brc1ccc(-n2ccnc2)cc1,0.726070299,2.6348,223.073,2,0,17.82,1,0.281,0.1,2,0,0,0,2.0171,-0.22811,-0.03902,0.18909,0.22811,0.03902,0.133565,0.094545,10.57697393,0.094344541,0.275182041,0.008052041,1298.279,1301.272689,Semicarbazones
714,Brc1ccc2nc[nH]c2c1,0.689170014,2.3254,197.035,1,1,28.68,0,0.259,0.1,2,0,0,0,3.4935,-0.22435,-0.02847,0.19588,0.22435,0.02847,0.12641,0.09794,10.21033286,0.081577946,0.256957946,0.004137946,1141.338,1137.2436,other
715,C(=N/c1ccc(-c2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.337684219,6.9778,372.518,4,0,24.72,5,0.7259,0.1,2,2,0,0,2.7399,-0.20319,-0.0516,0.15159,0.20319,0.0516,0.127395,0.075795,13.19348242,0.107061719,0.272354219,0.017564219,2771.299,2764.83266,other
716,C(=N/c1ccc(Cc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.321947011,6.9016,386.545,4,0,24.72,6,0.539,0.1,2,2,0,0,2.0187,-0.20773,-0.04959,0.15814,0.20773,0.04959,0.12866,0.07907,12.64702163,0.104675576,0.272870576,0.015550576,3255.509,3258.76408,pyridazines
717,C(=N/c1ccc(CCc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.295692545,7.096,400.572,4,0,24.72,7,0.32,0.1,2,2,0,0,3.5022,-0.20903,-0.05075,0.15828,0.20903,0.05075,0.12989,0.07914,12.63583523,0.106592192,0.276052192,0.016272192,3062.357,3070.427058,other
718,C(=N/c1ccc(Oc2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.324228952,7.1031,388.517,5,0,33.95,6,0.577,0.1,2,2,1,0,0.4186,-0.19845,-0.05162,0.14683,0.19845,0.05162,0.125035,0.073415,13.62119458,0.106475184,0.268217684,0.018147684,3405.899,3413.884968,other
719,C(=N/c1ccc2sc3ccc(/N=C/c4cccs4)cc3c2c1)\c1cccs1,0.275418237,7.6787,402.569,5,0,24.72,4,0.7906,0.1,2,3,0,0,3.1962,-0.19412,-0.06019,0.13393,0.19412,0.06019,0.127155,0.066965,14.93317405,0.120722721,0.281360221,0.027050221,3159.028,3151.446522,Imidazoles
720,C(COc1nc(OCCOCC2CO2)nc(OCCOCC2CO2)n1)OCC1CO1,0.214860338,-0.7458,429.426,12,0,131.64,18,0.79,0.1,3,0,9,0,3.7029,-0.25506,-0.03092,0.22414,0.25506,0.03092,0.14299,0.11207,8.922994557,0.091220398,0.290245398,0.004265398,2893.268,2891.665469,Benzimidazoles
721,C/C(=N/c1ccc(-c2ccc(N)cc2)cc1)c1c(O)oc(C)cc1=O,0.558566383,4.04372,334.375,5,2,88.82,3,0.7316,0.1,2,0,3,0,3.7638,-0.19277,-0.03928,0.15349,0.19277,0.03928,0.116025,0.076745,13.03016483,0.087704741,0.242102241,0.010052241,3273.845,3280.39296,other
722,C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.824744796,2.79452,243.262,4,1,62.8,2,0.775,0.1,1,0,3,0,6.1406,-0.20661,-0.05192,0.15469,0.20661,0.05192,0.129265,0.077345,12.92908397,0.108018878,0.275956378,0.017426378,1715.474,1714.85211,Schiff bases
723,C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,0.855317811,3.44792,277.707,4,1,62.8,2,0.78,0.1,1,0,3,0,6.8236,-0.21278,-0.0548,0.15798,0.21278,0.0548,0.13379,0.07899,12.65983036,0.113303988,0.286588988,0.019008988,1734.202,1736.354704,Schiff bases
724,C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.052807208,5.8006,914.548,2,0,24.72,22,0.875,0.1,4,0,0,0,,,,,,,,,,,,,,,Schiff bases
725,C[N+](C)(CCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.034835049,7.361,970.656,2,0,24.72,26,0.8966,0.1,4,0,0,0,,,,,,,,,,,,,,,Thiophenes
726,C[N+](C)(CCCCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.027626814,8.9214,1026.764,2,0,24.72,30,0.891,0.1,4,0,0,0,,,,,,,,,,,,,,,Epoxy
727,C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.489947277,0.0964,511.36,6,2,110.29,6,0.3155,0.1,3,2,5,0,7.8428,-0.07957,-0.02806,0.05151,0.07957,0.02806,0.053815,0.025755,38.82741215,0.056223146,0.122915646,0.015285646,2442.206,,other
728,C[NH+]1CCN(CCO)C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.564274954,-1.1742,411.346,6,2,110.29,4,0.0098,0.1,3,2,5,0,7.8655,-0.09778,-0.05785,0.03993,0.09778,0.05785,0.077815,0.019965,50.08765339,0.151644734,0.239442234,0.083812234,2268.698,,Pyranes
729,C[NH+]1CCN(CCO)C1.O=S(=O)(F)[N-]S(=O)(=O)F,0.557999793,-2.4448,311.332,6,2,110.29,4,0.0395,0.1,3,2,5,0,2.2759,-0.0745,-0.02959,0.04491,0.0745,0.02959,0.052045,0.022455,44.53351147,0.060313561,0.123586061,0.019496061,1960.953,,Pyranes
730,C=C(/C=C(C)/N=C/C=C/c1ccc(OC)cc1)C(=O)O,0.490251453,3.3238,271.316,3,1,58.89,6,0.9031,0.1,1,0,3,0,5.3274,-0.20569,-0.06025,0.14544,0.20569,0.06025,0.13297,0.07272,13.75137514,0.121569176,0.290899176,0.024959176,2625.938,2625.288501,other
731,C=C(C)n1c(=O)n(Cc2ccc(O)c3ncccc23)c2ccccc21,0.623885059,3.5957,331.375,5,1,60.05,3,0.907,0.1,3,0,2,0,2.7851,-0.2027,-0.05833,0.14437,0.2027,0.05833,0.130515,0.072185,13.85329362,0.117989646,0.284597146,0.023567146,2460.148,2461.3779,other
732,C=CCSc1nc2ccccc2[nH]1,0.595229684,2.841,190.271,2,1,28.68,3,0.923,0.1,2,1,0,0,1.9084,-0.20589,-0.00949,0.1964,0.20589,0.00949,0.10769,0.0982,10.18329939,0.059048554,0.215838554,0.000458554,1590.832,1594.157887,other
733,C1=Nc2cccc3cccc(c23)N1,0.642183394,2.9251,168.199,2,1,24.39,0,0.8526,0.1,2,0,0,0,3.1001,-0.1747,-0.0263,0.1484,0.1747,0.0263,0.1005,0.0742,13.47708895,0.068060984,0.205660984,0.004660984,1362.097,,other
734,c1cc(-c2nc3ccccc3s2)nc(-c2nc3ccccc3s2)c1,0.415737599,5.635,345.452,5,0,38.67,2,0.85,0.1,3,2,0,0,2.3201,-0.22715,-0.06966,0.15749,0.22715,0.06966,0.148405,0.078745,12.699219,0.139844079,0.327621579,0.030811579,2874.166,2881.063533,other
735,c1cc(-c2nnc(-c3ccsc3)s2)cs1,0.686847503,3.9951,250.373,5,0,25.78,2,0.95,0.1,2,3,0,0,2.7791,-0.22895,-0.05769,0.17126,0.22895,0.05769,0.14332,0.08563,11.67815018,0.119938237,0.306073237,0.019433237,1543.418,1542.353652,other
736,c1cc(N(CC2CO2)CC2CO2)ccc1Oc1ccc(N(CC2CO2)CC2CO2)cc1,0.485520706,2.6869,424.497,7,0,65.83,12,0.885,0.1,2,0,5,0,0.9879,-0.18532,-0.01457,0.17075,0.18532,0.01457,0.099945,0.085375,11.71303075,0.05850075,0.20113325,0.00124325,4023.277,4026.376424,Schiff bases
737,c1ccc(-c2ccccc2OCC2CO2)c(OCC2CO2)c1,0.737235113,2.9088,298.338,4,0,43.52,7,0.915,0.1,0,0,4,0,2.1263,-0.22034,-0.01695,0.20339,0.22034,0.01695,0.118645,0.101695,9.833325139,0.069210069,0.238702569,0.001412569,2569.153,2565.73794,Quinolines
738,c1ccc(-c2nc3ccccc3[nH]2)cc1,0.632617312,3.2299,194.237,1,1,28.68,1,0.741,0.1,2,0,0,0,3.1364,-0.21081,-0.04379,0.16702,0.21081,0.04379,0.1273,0.08351,11.97461382,0.097026045,0.266081045,0.011481045,1312.562,,Benzimidazoles
739,c1ccc(-c2nc3ccccc3n2CCCCn2c(-c3ccccc3)nc3ccccc32)cc1,0.245091881,7.2004,442.566,4,0,35.64,7,0.67,0.1,4,0,0,0,5.7635,-0.21193,-0.02958,0.18235,0.21193,0.02958,0.120755,0.091175,10.96791884,0.079965835,0.246308335,0.004798335,4047.671,4047.6708,other
740,c1ccc(-c2nnc(-c3ccccn3)c3c2[nH]c2ccccc23)nc1,0.527576502,4.2351,323.359,4,1,67.35,2,0.902,0.1,5,0,0,0,2.4171,-0.21061,-0.0697,0.14091,0.21061,0.0697,0.140155,0.070455,14.19345682,0.139404045,0.314786545,0.034476545,2821.681,2824.082688,Dibenzothiazoles
741,c1ccc(Cc2ccc3ncccc3c2)cc1,0.638054264,3.8256,219.287,1,0,12.89,2,0.7318,0.1,1,0,0,0,2.1765,-0.21902,-0.05634,0.16268,0.21902,0.05634,0.13768,0.08134,12.29407426,0.116521898,0.294871898,0.019511898,2049.799,2044.824615,other
742,c1ccc(N(CC2CO2)CC2CO2)cc1,0.678032221,1.2906,205.257,3,0,28.3,5,0.954,0.1,1,0,2,0,0.9751,-0.19562,0.00082,0.19644,0.19562,-0.00082,0.0974,0.09822,10.18122582,0.048293423,0.194803423,3.42E-06,1582.548,,Epoxy
743,c1ccc2[nH]c(-c3ccncc3)nc2c1,0.648091739,2.6249,195.225,2,1,41.57,1,0.695,0.1,3,0,0,0,3.4419,-0.22387,-0.06198,0.16189,0.22387,0.06198,0.142925,0.080945,12.35406758,0.126181701,0.309579201,0.023729201,1698.834,,Epoxy
744,c1ccc2[nH]c(CCc3nc4ccccc4[nH]3)nc2c1,0.595269966,3.2244,262.316,2,2,57.36,3,0.65,0.1,4,0,0,0,0.0002,-0.21666,-0.01738,0.19928,0.21666,0.01738,0.11702,0.09964,10.03613007,0.068715779,0.235555779,0.001515779,2300.032,2303.38658,Benzimidazoles
745,c1ccc2[nH]c(CN(Cc3nc4ccccc4[nH]3)Cc3nc4ccccc4[nH]3)nc2c1,0.378728031,4.5179,407.481,4,3,89.28,6,0.815,0.1,7,0,0,0,2.3763,-0.21031,-0.02826,0.18205,0.21031,0.02826,0.119285,0.091025,10.98599286,0.078159359,0.242956859,0.004386859,3638.658,3645.935483,Benzimidazoles
746,c1ccc2[nH]c(CNCc3nc4ccccc4[nH]3)nc2c1,0.53696154,2.729,277.331,3,3,69.39,4,0.809,0.1,5,0,0,0,5.2843,-0.20983,-0.02177,0.18806,0.20983,0.02177,0.1158,0.09403,10.63490375,0.071305115,0.234120115,0.002520115,2179.997,2174.257344,other
747,c1ccc2[nH]c(COCc3nc4ccccc4[nH]3)nc2c1,0.602309053,3.156,278.315,3,2,66.59,4,0.76,0.1,4,0,1,0,5.793,-0.20913,-0.03768,0.17145,0.20913,0.03768,0.123405,0.085725,11.66520852,0.088823529,0.255091029,0.008281029,2526.816,2531.55336,Quinolines
748,c1ccc2[nH]c(CSCc3nc4ccccc4[nH]3)nc2c1,0.60041896,3.8726,294.383,3,2,57.36,4,0.81,0.1,4,1,0,0,3.2634,-0.21648,-0.02641,0.19007,0.21648,0.02641,0.121445,0.095035,10.5224391,0.077597138,0.246559638,0.003669638,2122.533,2119.333188,Epoxy
749,c1ccc2[nH]c(SCCCCCCCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.136790235,8.2246,466.72,4,2,57.36,15,0.96,0.1,4,2,0,0,2.914,-0.20502,-0.01467,0.19035,0.20502,0.01467,0.109845,0.095175,10.50696086,0.063388096,0.220820596,0.001130596,4596.634,4609.031358,Benzimidazoles
750,c1ccc2[nH]c(SCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.280082683,5.884,382.558,4,2,57.36,9,0.89,0.1,4,2,0,0,2.85,-0.20539,-0.00963,0.19576,0.20539,0.00963,0.10751,0.09788,10.21659174,0.059043728,0.215493728,0.000473728,2932.59,2926.794936,Dibenzimidazole
751,c1ccc2[nH]c(SCSc3nc4ccccc4[nH]3)nc2c1,0.436026139,4.2811,312.423,4,2,57.36,4,0.965,0.1,4,2,0,0,2.5222,-0.20816,-0.02128,0.18688,0.20816,0.02128,0.11472,0.09344,10.70205479,0.070423151,0.231863151,0.002423151,2234.088,2235.875187,Benzimidazoles
752,c1ccc2c(c1)OCCOc1ccccc1-c1nnc-2s1,0.635027937,3.6433,296.351,5,0,44.24,0,0.986,0.1,2,1,2,0,3.0078,-0.22797,-0.06955,0.15842,0.22797,0.06955,0.14876,0.07921,12.6246686,0.139689039,0.328054039,0.030534039,2517.048,2522.02716,Benzimidazoles
753,c1ccc2c(c1)OCCOCCOc1ccccc1-c1nnc-2s1,0.625012759,3.6599,340.404,6,0,53.47,0,0.989,0.1,2,1,3,0,4.1296,-0.22488,-0.05013,0.17475,0.22488,0.05013,0.137505,0.087375,11.44492132,0.10819814,0.28939064,0.01438064,2610.295,2611.93704,Dibenzimidazole
754,c1ccc2c(c1)OCCOCCOCCOc1ccccc1-c1nnc-2s1,0.589240935,3.6765,384.457,7,0,62.7,0,0.99,0.1,2,1,4,0,2.358,-0.23168,-0.04916,0.18252,0.23168,0.04916,0.14042,0.09126,10.95770327,0.108030771,0.294080771,0.013240771,3408.853,3416.850468,Dibenzimidazole
755,c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.540671571,3.6931,428.51,8,0,71.93,0,0.992,0.1,2,1,5,0,4.953,-0.23141,-0.05163,0.17978,0.23141,0.05163,0.14152,0.08989,11.12470798,0.111402327,0.297867327,0.014827327,3802.948,3807.173256,other
756,c1ccc2c(c1)OCCOCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.489912417,3.7097,472.563,9,0,81.16,0,0.993,0.1,2,1,6,0,6.8565,-0.21405,-0.04212,0.17193,0.21405,0.04212,0.128085,0.085965,11.63264119,0.095421202,0.266488702,0.010318702,3833.293,3826.954926,other
757,c1ccc2sc(CCc3nc4ccccc4s3)nc2c1,0.547823603,4.6912,296.42,4,0,25.78,3,0.68,0.1,2,2,0,0,1.2016,-0.23015,-0.03583,0.19432,0.23015,0.03583,0.13299,0.09716,10.29230136,0.091016571,0.272586571,0.006606571,2241.871,2236.362312,Benzimidazoles
758,c1ccc2sc(CSCc3nc4ccccc4s3)nc2c1,0.50555122,5.3394,328.487,5,0,25.78,4,0.81,0.1,2,3,0,0,3.323,-0.22253,-0.04767,0.17486,0.22253,0.04767,0.1351,0.08743,11.43772161,0.104380705,0.283195705,0.012995705,2867.926,2863.110912,other
759,c1csc(-c2nnc(-c3cccs3)s2)c1,0.686847503,3.9951,250.373,5,0,25.78,2,0.92,0.1,2,3,0,0,2.9554,-0.21461,-0.07345,0.14116,0.21461,0.07345,0.14403,0.07058,14.16831964,0.146958352,0.326278352,0.038218352,1768.493,1763.161551,other
760,CC(=O)c1ccc(-n2ccnc2)cc1,0.672807286,2.0749,186.214,3,0,34.89,2,0.438,0.1,2,0,1,0,1.6467,-0.23172,-0.06817,0.16355,0.23172,0.06817,0.149945,0.081775,12.22867625,0.13747174,0.32830424,0.02841424,1482.577,,other
761,CC(C)(C)OC(=O)NCc1ccc(O)c2ncccc12,0.882795609,2.9651,274.32,4,2,71.45,2,0.909,0.1,2,0,3,0,2.1164,-0.21224,-0.05922,0.15302,0.21224,0.05922,0.13573,0.07651,13.0701869,0.120393628,0.294378628,0.022918628,2464.068,2458.24389,other
762,CC(C)(c1ccc(OC(=S)SCC2CO2)cc1)c1ccc(OC(=S)SCC2CO2)cc1,0.348316717,5.6039,492.709,8,0,43.52,8,0.95,0.1,0,4,4,0,9.547,-0.21367,-0.08194,0.13173,0.21367,0.08194,0.147805,0.065865,15.18257041,0.165841631,0.346579131,0.050969131,4481.993,4471.693624,other
763,CC(C)(S)[C@@H](N)C(=O)O,0.488090598,0.1067,149.215,3,3,63.32,2,0.19,0.1,1,1,2,0,3.621,-0.2257,-0.00807,0.21763,0.2257,0.00807,0.116885,0.108815,9.189909479,0.062776746,0.234069246,0.000299246,1228.403,,Dibenzothiazoles
764,CC(C)c1ccc(/C=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0.487846583,4.0724,328.328,6,1,110.67,6,0.9204,0.1,4,0,4,0,7.6253,-0.22444,-0.10854,0.1159,0.22444,0.10854,0.16649,0.05795,17.25625539,0.239162382,0.434627382,0.101647382,3066.947,3061.426018,Dibenzothiazoles
765,CC(C)N(C(=S)NCc1ccccc1)C(C)C,0.826316693,3.1799,250.411,1,1,15.27,4,0.96,0.1,2,1,0,0,4.5879,-0.19432,-0.02742,0.1669,0.19432,0.02742,0.11087,0.08345,11.98322349,0.073649832,0.226244832,0.004504832,2387.935,2388.64468,other
766,CC(O)(O)c1[nH]/c(=N/N=C\c2ccc([N+](=O)[O-])cc2)sc1-c1ccc(Cl)cc1,0.25396668,3.3969,418.862,7,3,124.11,5,0.827,0.1,4,1,4,0,5.8307,-0.2014,-0.09178,0.10962,0.2014,0.09178,0.14659,0.05481,18.24484583,0.196028353,0.370023353,0.076843353,3321.05,3324.371115,Imidazoles
767,CC(O)(O)c1[nH]/c(=N/N=C\c2ccc(Cl)cc2)sc1-c1ccc(Cl)cc1,0.344608358,4.1421,408.31,5,3,80.97,4,0.8806,0.1,3,1,2,0,,,,,,,,,,,,,3036.911,3036.65228,Quinolines
768,CC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.301956265,-1.099,399.207,2,1,45.34,4,0.543,0.1,3,0,1,0,,,,,,,,,,,,,,,other
769,CC1(C)COC(=S)N1,0.488145587,0.6697,131.2,2,1,21.26,0,0.624,0.1,1,1,1,0,6.448,-0.208,-0.01023,0.19777,0.208,0.01023,0.109115,0.098885,10.11275724,0.060201665,0.218759165,0.000529165,,,other
770,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0.553031528,0.0237,365.411,6,4,132.96,4,0.362,0.1,3,1,5,0,3.3021,-0.22201,-0.02316,0.19885,0.22201,0.02316,0.122585,0.099425,10.05783254,0.075569938,0.247867438,0.002697438,2870.25,2865.585856,Hydrazine
771,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.674878289,0.3181,349.412,5,3,112.73,4,0.471,0.1,3,1,4,0,2.236,-0.24059,-0.02563,0.21496,0.24059,0.02563,0.13311,0.10748,9.304056569,0.082425903,0.269275903,0.003055903,2668.653,2668.418796,other
772,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,0.79776327,0.8608,334.397,4,2,86.71,4,0.586,0.1,2,1,4,0,1.9038,-0.24153,-0.02047,0.22106,0.24153,0.02047,0.131,0.11053,9.04731747,0.077630508,0.263895508,0.001895508,2948.703,2946.048848,other
773,Cc1cc(C)cc(NC(=O)Cn2c(-c3ccc(Cl)cc3)nc3ccccc32)c1,0.492567582,5.61224,389.886,3,1,46.92,4,0.892,0.1,3,0,1,0,3.6199,-0.2174,-0.03812,0.17928,0.2174,0.03812,0.12776,0.08964,11.15573405,0.09104539,0.26362539,0.00810539,3505.128,3503.010274,other
774,Cc1cc(C)n(CC(=O)N/N=C/c2ccc(Cl)cc2)n1,0.693701966,2.30364,290.754,4,1,59.28,4,0.912,0.1,4,0,1,0,2.3223,-0.22465,-0.05898,0.16567,0.22465,0.05898,0.141815,0.082835,12.07219171,0.121394907,0.304627407,0.020997407,2617.148,2610.513996,Pyridines
775,Cc1cc(C)n(CC(=O)N/N=C/c2ccccc2)n1,0.667637259,1.65024,256.309,4,1,59.28,4,0.72,0.1,4,0,1,0,1.9376,-0.21374,-0.04359,0.17015,0.21374,0.04359,0.128665,0.085075,11.75433441,0.097294635,0.268497135,0.011167135,2236.79,2242.027392,other
776,Cc1cc(Cc2nc3ccccc3[nH]2)n[nH]1,0.683686542,2.18522,212.256,2,2,57.36,2,0.8458,0.1,4,0,0,0,6.1172,-0.2063,-0.00457,0.20173,0.2063,0.00457,0.105435,0.100865,9.914241808,0.055106029,0.210973529,0.000103529,2056.636,2054.859768,other
777,Cc1cc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c(=O)o1,0.693869236,2.61592,299.326,5,1,70.75,4,0.878,0.1,1,0,4,0,7.0395,-0.18956,-0.05211,0.13745,0.18956,0.05211,0.120835,0.068725,14.55074573,0.106228427,0.261425927,0.019755927,2133.051,2130.196885,other
778,Cc1cc(O)c(C(=O)/C=C/c2cccc3cccnc23)c(=O)o1,0.593800404,3.09812,307.305,5,1,80.4,3,0.758,0.1,1,0,4,0,7.7577,-0.21988,-0.07373,0.14615,0.21988,0.07373,0.146805,0.073075,13.68457065,0.147462936,0.330805436,0.037195436,2525.508,2530.888747,other
779,Cc1cc2nc(-c3ccc(Br)cc3)n(Cc3ccc(O)c4ncccc34)c2cc1C,0.341201529,6.38474,458.359,4,1,50.94,3,0.944,0.1,3,0,1,0,3.7218,-0.20745,-0.06794,0.13951,0.20745,0.06794,0.137695,0.069755,14.3358899,0.135903613,0.308476113,0.033086113,3013.494,3023.345688,Benzimidazoles
780,Cc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.655569504,3.35452,296.322,3,1,63.6,6,0.7808,0.1,0,0,4,0,2.9127,-0.22417,-0.05773,0.16644,0.22417,0.05773,0.14095,0.08322,12.01634223,0.11936375,0.30192375,0.02002375,2785.381,2779.395123,Pyrazole
781,Cc1ccc(/C=N\N=c2\[nH]c(C(C)(O)O)c(-c3ccc(Cl)cc3)s2)cc1,0.361340888,3.79712,387.892,5,3,80.97,4,0.7429,0.1,3,1,2,0,5.4567,-0.18011,-0.03396,0.14615,0.18011,0.03396,0.107035,0.073075,13.68457065,0.078388582,0.221961082,0.007891082,3001.613,3003.846967,Pyrazole
782,Cc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.890573972,2.89712,310.353,4,2,70.92,5,0.82,0.1,2,0,3,0,1.8092,-0.1833,-0.02263,0.16067,0.1833,0.02263,0.102965,0.080335,12.44787453,0.065984883,0.209117383,0.003187383,2455.063,2451.06648,other
783,Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,0.665275802,2.90892,250.301,3,0,34.89,1,0.8892,0.1,2,0,1,0,3.2289,-0.22142,-0.03795,0.18347,0.22142,0.03795,0.129685,0.091735,10.90096474,0.091667298,0.267219798,0.007849798,1994.726,1998.529797,Pyranes
784,Cc1ccc(C2Nc3ccccc3SC2=O)cc1,0.840443782,3.78052,255.342,3,1,29.1,1,0.89,0.1,1,1,1,0,3.9783,-0.2067,-0.03966,0.16704,0.2067,0.03966,0.12318,0.08352,11.97318008,0.090836401,0.255776401,0.009416401,2101.014,2094.76796,Pyranes
785,Cc1ccc(N2C(=O)C=CC2=O)cc1,0.623426465,1.42442,187.198,2,0,37.38,1,0.922,0.1,1,0,2,0,0.4913,-0.22987,-0.09866,0.13121,0.22987,0.09866,0.164265,0.065605,15.24274064,0.205647361,0.402714861,0.074184861,1266.677,,Benzimidazoles
786,Cc1ccc(NC(=O)Cn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.525476715,5.30382,375.859,3,1,46.92,4,0.87,0.1,3,0,1,0,2.9926,-0.21942,-0.04057,0.17885,0.21942,0.04057,0.129995,0.089425,11.18255521,0.094485323,0.269192823,0.009202823,3339.704,3332.832738,other
787,Cc1ccc(S(=O)(=O)N/N=C/c2ccc(N(C)C)cc2)cc1,0.680113389,2.37342,317.414,4,1,61.77,5,0.548,0.1,3,1,2,0,4.6986,-0.19515,-0.03755,0.1576,0.19515,0.03755,0.11635,0.0788,12.69035533,0.085896716,0.241646716,0.008946716,2176.197,2180.365056,other
788,Cc1n[nH]c(=S)n1/N=C/c1cccc(Cl)c1Cl,0.679034271,3.43811,287.175,4,1,45.97,2,0.82,0.1,4,1,0,0,,,,,,,,,,,,,2081.952,2086.115724,other
789,Cc1ncc[nH]1,0.490446891,0.71812,82.106,1,1,28.68,0,0.156,0.1,2,0,0,0,3.6148,-0.21193,0.03673,0.24866,0.21193,-0.03673,0.0876,0.12433,8.043111075,0.030860452,0.180625452,0.005425452,,,Quinazolines
790,CCC[n+]1ccc(C(=O)N/N=C/c2ccc(F)cc2)cc1.[I-],0.299623337,-0.7089,413.234,2,1,45.34,5,0.45,0.1,3,0,1,0,,,,,,,,,,,,,,,Benzimidazoles
791,CCc1ccc(/C=N\NC(N)=S)cc1,0.447507069,1.4161,207.302,2,2,50.41,3,0.864,0.1,3,1,0,0,5.5467,-0.2026,-0.0538,0.1488,0.2026,0.0538,0.1282,0.0744,13.44086022,0.110451882,0.275851882,0.019451882,2017.055,2017.216062,other
